pmcid,journal,year,title,has_xml,fetch_ok
PMC6910219,Cell Reports,2019,Misregulation of Drosophila Myc Disrupts Circadian Behavior and Metabolism.,False,False
PMC6859486,Cell Reports,2019,MitoRibo-Tag Mice Provide a Tool for In Vivo Studies of Mitoribosome Composition.,True,True
PMC6871773,Cell Reports,2019,AMIGO2 Scales Dendrite Arbors in the Retina.,False,False
PMC6866662,Cell Reports,2019,Functionally Distinct Connectivity of Developmentally Targeted Striosome Neurons.,False,False
PMC6896898,Cell Reports,2019,Maternal Lipid Metabolism Directs Fetal Liver Programming following Nutrient Stress.,False,False
PMC7057267,Cell Reports,2019,Transcriptional Signature Derived from Murine Tumor-Associated Macrophages Correlates with Poor Outcome in Breast Cancer Patients.,True,True
PMC6899445,Cell Reports,2019,TSPAN5 Enriched Microdomains Provide a Platform for Dendritic Spine Maturation through Neuroligin-1 Clustering.,True,True
PMC6903395,Cell Reports,2019,HIV-1 Vif Triggers Cell Cycle Arrest by Degrading Cellular PPP2R5 Phospho-regulators.,False,False
PMC6874102,Cell Reports,2019,The Lineage Determining Factor GRHL2 Collaborates with FOXA1 to Establish a Targetable Pathway in Endocrine Therapy-Resistant Breast Cancer.,True,True
PMC6899498,Cell Reports,2019,Membrane-Associated Enteroviruses Undergo Intercellular Transmission as Pools of Sibling Viral Genomes.,True,True
PMC6900781,Cell Reports,2019,Reconstituting Drosophila Centromere Identity in Human Cells.,True,True
PMC6897359,Cell Reports,2019,Stoichiometric Analyses of Soluble CD4 to Native-like HIV-1 Envelope by Single-Molecule Fluorescence Spectroscopy.,True,True
PMC6899513,Cell Reports,2019,ETS Proteins Bind with Glucocorticoid Receptors: Relevance for Treatment of Ewing Sarcoma.,True,True
PMC7094085,Cell Reports,2019,Projection from the Amygdala to the Thalamic Reticular Nucleus Amplifies Cortical Sound Responses.,False,False
PMC6880649,Cell Reports,2019,A Mechanism Linking Two Known Vulnerability Factors for Alcohol Abuse: Heightened Alcohol Stimulation and Low Striatal Dopamine D2 Receptors.,True,True
PMC6876622,Cell Reports,2019,Vaccinia Virus Ankyrin-Repeat/F-Box Protein Targets Interferon-Induced IFITs for Proteasomal Degradation.,True,True
PMC6871517,Cell Reports,2019,"Bioinformatics Screening of Genes Specific for Well-Regenerating Vertebrates Reveals c-answer, a Regulator of Brain Development and Regeneration.",False,False
PMC6899447,Cell Reports,2019,Activation of Oncogenic Super-Enhancers Is Coupled with DNA Repair by RAD51.,True,True
PMC6919331,Cell Reports,2019,Tau-Mediated Disruption of the Spliceosome Triggers Cryptic RNA Splicing and Neurodegeneration in Alzheimer's Disease.,True,True
PMC6899460,Cell Reports,2019,The Pseudomonas aeruginosa T6SS Delivers a Periplasmic Toxin that Disrupts Bacterial Cell Morphology.,True,True
PMC6866666,Cell Reports,2019,"Postmortem Cortex Samples Identify Distinct Molecular Subtypes of ALS: Retrotransposon Activation, Oxidative Stress, and Activated Glia.",True,True
PMC6856726,Cell Reports,2019,Impairment of Macroautophagy in Dopamine Neurons Has Opposing Effects on Parkinsonian Pathology and Behavior.,True,True
PMC6870970,Cell Reports,2019,RAG-Mediated DNA Breaks Attenuate PU.1 Activity in Early B Cells through Activation of a SPIC-BCLAF1 Complex.,True,True
PMC6856760,Cell Reports,2019,Adult sox10<sup>+</sup> Cardiomyocytes Contribute to Myocardial Regeneration in the Zebrafish.,True,True
PMC6887110,Cell Reports,2019,Single-Cell Chromatin Analysis of Mammary Gland Development Reveals Cell-State Transcriptional Regulators and Lineage Relationships.,False,False
PMC6919969,Cell Reports,2019,Stereotactic Body Radiation and Interleukin-12 Combination Therapy Eradicates Pancreatic Tumors by Repolarizing the Immune Microenvironment.,True,True
PMC6899515,Cell Reports,2019,Modeling Cell-Cell Interactions from Spatial Molecular Data with Spatial Variance Component Analysis.,True,True
PMC6879108,Cell Reports,2019,Dissecting the Roles of GABA and Neuropeptides from Rat Central Amygdala CRF Neurons in Anxiety and Fear Learning.,False,False
PMC6870988,Cell Reports,2019,Mapping Native R-Loops Genome-wide Using a Targeted Nuclease Approach.,True,True
PMC6886125,Cell Reports,2019,Glutamine Anabolism Plays a Critical Role in Pancreatic Cancer by Coupling Carbon and Nitrogen Metabolism.,True,True
PMC7182170,Cell Reports,2019,Batf Pioneers the Reorganization of Chromatin in Developing Effector T Cells via Ets1-Dependent Recruitment of Ctcf.,False,False
PMC6860367,Cell Reports,2019,Combinatorial Pharyngeal Taste Coding for Feeding Avoidance in Adult Drosophila.,True,True
PMC10950319,Cell Reports,2019,Identification of a Paracrine Signaling Mechanism Linking CD34<sup>high</sup> Progenitors to the Regulation of Visceral Fat Expansion and Remodeling.,True,True
PMC6880866,Cell Reports,2019,"PINK1/Parkin Influences Cell Cycle by Sequestering TBK1 at Damaged Mitochondria, Inhibiting Mitosis.",False,False
PMC6873818,Cell Reports,2019,Systematic Discovery of Endogenous Human Ribonucleoprotein Complexes.,False,False
PMC7007691,Cell Reports,2019,Dysregulation of Mitochondrial Ca<sup>2+</sup> Uptake and Sarcolemma Repair Underlie Muscle Weakness and Wasting in Patients and Mice Lacking MICU1.,True,True
PMC6871051,Cell Reports,2019,Allostatic Changes in the cAMP System Drive Opioid-Induced Adaptation in Striatal Dopamine Signaling.,True,True
PMC6899527,Cell Reports,2019,Integrative Transcriptomics Reveals Sexually Dimorphic Control of the Cholinergic/Neurokine Interface in Schizophrenia and Bipolar Disorder.,True,True
PMC6884150,Cell Reports,2019,Inappropriate Intrusion of an Axonal Mitochondrial Anchor into Dendrites Causes Neurodegeneration.,True,True
PMC7032945,Cell Reports,2019,Etv1 Controls the Establishment of Non-overlapping Motor Innervation of Neighboring Facial Muscles during Development.,False,False
PMC6815225,Cell Reports,2019,Shank Proteins Couple the Endocytic Zone to the Postsynaptic Density to Control Trafficking and Signaling of Metabotropic Glutamate Receptor 5.,True,True
PMC6939472,Cell Reports,2019,Liver-Type Glutaminase GLS2 Is a Druggable Metabolic Node in Luminal-Subtype Breast Cancer.,True,True
PMC6899504,Cell Reports,2019,Disruption of the Key Ca<sup>2+</sup> Binding Site in the Selectivity Filter of Neuronal Voltage-Gated Calcium Channels Inhibits Channel Trafficking.,True,True
PMC6856727,Cell Reports,2019,Cutaneous Immune Cell-Microbiota Interactions Are Controlled by Epidermal JunB/AP-1.,True,True
PMC6899500,Cell Reports,2019,Genome-wide Identification and Characterization of a Superfamily of Bacterial Extracellular Contractile Injection Systems.,True,True
PMC6919565,Cell Reports,2019,Topoisomerase II Is Crucial for Fork Convergence during Vertebrate Replication Termination.,False,False
PMC6816228,Cell Reports,2019,Dual and Opposing Functions of the Central Amygdala in the Modulation of Pain.,True,True
PMC6896334,Cell Reports,2019,A Small-Molecule Pan-Id Antagonist Inhibits Pathologic Ocular Neovascularization.,False,False
PMC6899524,Cell Reports,2019,The Balance between Mono- and NEDD8-Chains Controlled by NEDP1 upon DNA Damage Is a Regulatory Module of the HSP70 ATPase Activity.,True,True
PMC6899556,Cell Reports,2019,hESC-Derived Dopaminergic Transplants Integrate into Basal Ganglia Circuitry in a Preclinical Model of Parkinson's Disease.,True,True
PMC6859484,Cell Reports,2019,Decision-Making in Cascade Complexes Harboring crRNAs of Altered Length.,True,True
PMC6899450,Cell Reports,2019,TCR and Inflammatory Signals Tune Human MAIT Cells to Exert Specific Tissue Repair and Effector Functions.,True,True
PMC7115995,Cell Reports,2019,Similarity and Strength of Glomerular Odor Representations Define a Neural Metric of Sniff-Invariant Discrimination Time.,True,True
PMC6791812,Cell Reports,2019,Orphan Nuclear Receptor NR2F6 Suppresses T Follicular Helper Cell Accumulation through Regulation of IL-21.,True,True
PMC6752737,Cell Reports,2019,RNA Binding Protein CELF2 Regulates Signal-Induced Alternative Polyadenylation by Competing with Enhancers of the Polyadenylation Machinery.,True,True
PMC6831085,Cell Reports,2019,A Midbrain Circuit that Mediates Headache Aversiveness in Rats.,False,False
PMC6774618,Cell Reports,2019,Sensitive Detection and Analysis of Neoantigen-Specific T Cell Populations from Tumors and Blood.,False,False
PMC6745702,Cell Reports,2019,Expression of the Mxra8 Receptor Promotes Alphavirus Infection and Pathogenesis in Mice and Drosophila.,True,True
PMC6753381,Cell Reports,2019,Peptide/Receptor Co-evolution Explains the Lipolytic Function of the Neuropeptide TLQP-21.,False,False
PMC6988705,Cell Reports,2019,Oligogenic Effects of 16p11.2 Copy-Number Variation on Craniofacial Development.,True,True
PMC6859474,Cell Reports,2019,Activation and In Vivo Evolution of the MAIT Cell Transcriptome in Mice and Humans Reveals Tissue Repair Functionality.,True,True
PMC6874401,Cell Reports,2019,Robust Iterative Stimulation with Self-Antigens Overcomes CD8<sup>+</sup> T Cell Tolerance to Self- and Tumor Antigens.,True,True
PMC6779330,Cell Reports,2019,A Hyperactive Form of unc-13 Enhances Ca<sup>2+</sup> Sensitivity and Synaptic Vesicle Release Probability in C. elegans.,True,True
PMC6899508,Cell Reports,2019,Organized Toe Maps in Extreme Foot Users.,True,True
PMC6746345,Cell Reports,2019,Wnd/DLK Is a Critical Target of FMRP Responsible for Neurodevelopmental and Behavior Defects in the Drosophila Model of Fragile X Syndrome.,True,True
PMC6907691,Cell Reports,2019,SILAC Analysis Reveals Increased Secretion of Hemostasis-Related Factors by Senescent Cells.,True,True
PMC6859500,Cell Reports,2019,The TGFB2-AS1 lncRNA Regulates TGF-β Signaling by Modulating Corepressor Activity.,True,True
PMC6817978,Cell Reports,2019,Glioblastoma-Associated Microglia Reprogramming Is Mediated by Functional Transfer of Extracellular miR-21.,True,True
PMC6899442,Cell Reports,2019,RUNX1-ETO Depletion in t(8;21) AML Leads to C/EBPα- and AP-1-Mediated Alterations in Enhancer-Promoter Interaction.,True,True
PMC6863094,Cell Reports,2019,A Unique Epigenomic Landscape Defines Human Erythropoiesis.,True,True
PMC6759858,Cell Reports,2019,Fascin Controls Metastatic Colonization and Mitochondrial Oxidative Phosphorylation by Remodeling Mitochondrial Actin Filaments.,False,False
PMC6737378,Cell Reports,2019,Molecular Basis for ATP-Hydrolysis-Driven DNA Translocation by the CMG Helicase of the Eukaryotic Replisome.,True,True
PMC6749609,Cell Reports,2019,Proteomic Analysis Identifies Membrane Proteins Dependent on the ER Membrane Protein Complex.,False,False
PMC6876861,Cell Reports,2019,GEF-H1 Signaling upon Microtubule Destabilization Is Required for Dendritic Cell Activation and Specific Anti-tumor Responses.,True,True
PMC6859473,Cell Reports,2019,Microanatomic Distribution of Myeloid Heme Oxygenase-1 Protects against Free Radical-Mediated Immunopathology in Human Tuberculosis.,True,True
PMC6937139,Cell Reports,2019,A High-Content Screen Identifies TPP1 and Aurora B as Regulators of Axonal Mitochondrial Transport.,True,True
PMC6754745,Cell Reports,2019,Ecdysone-Induced 3D Chromatin Reorganization Involves Active Enhancers Bound by Pipsqueak and Polycomb.,False,False
PMC6750284,Cell Reports,2019,A Gorilla Adenovirus-Based Vaccine against Zika Virus Induces Durable Immunity and Confers Protection in Pregnancy.,True,True
PMC6849479,Cell Reports,2019,White Matter Network Architecture Guides Direct Electrical Stimulation through Optimal State Transitions.,False,False
PMC6899516,Cell Reports,2019,Efficient CRISPR/Cas9-Mediated Gene Knockin in Mouse Hematopoietic Stem and Progenitor Cells.,True,True
PMC7297508,Cell Reports,2019,Identification of FUBP1 as a Long Tail Cancer Driver and Widespread Regulator of Tumor Suppressor and Oncogene Alternative Splicing.,True,True
PMC6925592,Cell Reports,2019,Smad7 Controls Immunoregulatory PDL2/1-PD1 Signaling in Intestinal Inflammation and Autoimmunity.,False,False
PMC6935324,Cell Reports,2019,Gut Microbiota-Derived Tryptophan Metabolites Modulate Inflammatory Response in Hepatocytes and Macrophages.,False,False
PMC6859504,Cell Reports,2019,Polymer Modeling Predicts Chromosome Reorganization in Senescence.,True,True
PMC6878759,Cell Reports,2019,Mapping the Lineage Relationship between CXCR5<sup>+</sup> and CXCR5<sup>-</sup> CD4<sup>+</sup> T Cells in HIV-Infected Human Lymph Nodes.,False,False
PMC6899518,Cell Reports,2019,In Vitro Reconstitution Defines the Minimal Requirements for Cdc48-Dependent Disassembly of the CMG Helicase in Budding Yeast.,True,True
PMC6746334,Cell Reports,2019,Disrupting Mitochondrial Pyruvate Uptake Directs Glutamine into the TCA Cycle away from Glutathione Synthesis and Impairs Hepatocellular Tumorigenesis.,False,False
PMC6750732,Cell Reports,2019,Non-catalytic Roles of Tet2 Are Essential to Regulate Hematopoietic Stem and Progenitor Cell Homeostasis.,True,True
PMC6878991,Cell Reports,2019,Functional Analysis of the Replication Fork Proteome Identifies BET Proteins as PCNA Regulators.,False,False
PMC6935018,Cell Reports,2019,ΔN-Tp63 Mediates Wnt/β-Catenin-Induced Inhibition of Differentiation in Basal Stem Cells of Mucociliary Epithelia.,False,False
PMC6859498,Cell Reports,2019,Quantitative Multiplexed ChIP Reveals Global Alterations that Shape Promoter Bivalency in Ground State Embryonic Stem Cells.,True,True
PMC6750751,Cell Reports,2019,Tracing Tumor Evolution in Sarcoma Reveals Clonal Origin of Advanced Metastasis.,True,True
PMC6750763,Cell Reports,2019,Nonreciprocal and Conditional Cooperativity Directs the Pioneer Activity of Pluripotency Transcription Factors.,True,True
PMC6743082,Cell Reports,2019,VE-Cadherin Is Required for Lymphatic Valve Formation and Maintenance.,False,False
PMC6718829,Cell Reports,2019,UCP2 Deficiency Increases Colon Tumorigenesis by Promoting Lipid Synthesis and Depleting NADPH for Antioxidant Defenses.,True,True
PMC6814198,Cell Reports,2019,An In Vitro Human Segmentation Clock Model Derived from Embryonic Stem Cells.,True,True
PMC6702141,Cell Reports,2019,A CEP104-CSPP1 Complex Is Required for Formation of Primary Cilia Competent in Hedgehog Signaling.,True,True
PMC7476553,Cell Reports,2019,"Complex Economic Behavior Patterns Are Constructed from Finite, Genetically Controlled Modules of Behavior.",False,False
PMC6733019,Cell Reports,2019,Modeling Human Cancer-induced Cachexia.,False,False
PMC6709685,Cell Reports,2019,Isoform-Specific Destabilization of the Active Site Reveals a Molecular Mechanism of Intrinsic Activation of KRas G13D.,False,False
PMC6708277,Cell Reports,2019,Genomic Integrity Safeguards Self-Renewal in Embryonic Stem Cells.,False,False
PMC6733522,Cell Reports,2019,The Projection Targets of Medium Spiny Neurons Govern Cocaine-Evoked Synaptic Plasticity in the Nucleus Accumbens.,True,True
PMC6715587,Cell Reports,2019,PP1 and PP2A Use Opposite Phospho-dependencies to Control Distinct Processes at the Kinetochore.,True,True
PMC6750267,Cell Reports,2019,The miR-216a-Dot1l Regulatory Axis Is Necessary and Sufficient for Müller Glia Reprogramming during Retina Regeneration.,True,True
PMC6716532,Cell Reports,2019,Suppression of p16 Induces mTORC1-Mediated Nucleotide Metabolic Reprogramming.,True,True
PMC6713565,Cell Reports,2019,ATGL/CGI-58-Dependent Hydrolysis of a Lipid Storage Pool in Murine Enterocytes.,True,True
PMC6701867,Cell Reports,2019,TOM40 Targets Atg2 to Mitochondria-Associated ER Membranes for Phagophore Expansion.,False,False
PMC6724534,Cell Reports,2019,Development of a Mouse Pain Scale Using Sub-second Behavioral Mapping and Statistical Modeling.,False,False
PMC6693559,Cell Reports,2019,Depletion of the MFAP1/SPP381 Splicing Factor Causes R-Loop-Independent Genome Instability.,True,True
PMC6708043,Cell Reports,2019,Intense Light-Mediated Circadian Cardioprotection via Transcriptional Reprogramming of the Endothelium.,False,False
PMC6744837,Cell Reports,2019,Quantitative Insights into Age-Associated DNA-Repair Inefficiency in Single Cells.,False,False
PMC7975822,Cell Reports,2019,Combination PD-1 and PD-L1 Blockade Promotes Durable Neoantigen-Specific T Cell-Mediated Immunity in Pancreatic Ductal Adenocarcinoma.,False,False
